start,end,text
29.229,30.95, Hello and welcome aboard the Battleship Pretension.
31.01,31.731,I'm Tyler Smith.
31.911,32.631,I'm David Back.
32.691,33.532,And thank you for listening.
33.592,33.912,David.
34.192,34.453,Yes.
34.533,36.374,How you doing?
36.414,39.676,"I'm in a really good mood, actually, other than being sick."
39.956,40.737,Yeah.
42.218,44.96,It's our two hundred and forty ninth episode.
45.12,45.26,Right.
46.44,71.393, even though we've just recorded our two hundred and fiftieth episode yes and you guys are in for a treat no it's gonna be it's always a lot of fun some some guests we've had on a couple times and people who've done our live shows but and it was a sort of raucous like fun it we don't worry we stuck to movies a lot a lot more than I expected
72.841,73.942, We didn't go very in-depth.
74.802,76.143,"No, but we did talk about movies."
78.264,79.864,And so it was a lot of fun.
79.904,86.107,"And so we wanted to do, I guess, for the lead-up to our two hundred and fifty episode, because we feel like it's kind of a milestone."
86.127,89.268,"I mean every fifty, every fifty episodes we treat like a milestone."
89.729,91.93,"But two hundred fifty seems like a, that's a big number."
91.95,92.23,Yeah.
92.25,93.75,"I mean we're halfway done, right?"
95.131,118.853, here's the thing like my first my first instincts like halfway done does that mean we're stopping at five hundred and then I realized like five hundred I hope we're done by then good lord no I would I would do this forever so I am I am I kind of want this to be this episode to be maybe a little more sentimental it may be a little more sentimental yeah because I am feeling kind of sentimental
120.839,130.966," It's funny, I'm thinking of things to say that I already said in episode two fifty, but that I want to... I don't want to... I can't reference them, obviously, because that'll go up next."
132.167,133.447,It's a weird thing about podcasting.
133.467,137.03,"You'd think under two hundred fifty episodes, I'd know how to do it without calling attention to it."
137.21,138.851,"We're through the looking glass, people."
141.553,149.558,"But what I was going to say is that twenty eleven... I still haven't landed on how I'm going to pronounce these years, by the way."
149.718,150.359,It's off-putting.
150.999,151.379, Which one?
153.26,153.82,The whole thing.
153.9,154.16,Okay.
154.18,155.8,Because sometimes I say the year of the mouse.
155.82,160.021,"I think I probably say that more often, but sometimes I say the year of the mouse."
160.181,161.882,I think I say the year of the mouse.
162.462,165.583,"Next year, I think I'm going to bump into the year of the mouse."
165.783,167.583,I'm going to say the year of the mouse.
168.043,171.304,"I don't know why, but the year of the mouse, I haven't picked it yet."
171.924,173.045,"Well, you know, I said the year of the mouse."
173.945,179.191, But I think the fact that eleven starts with a vowel and twenty ends with a vowel is weird.
179.492,180.974,So I like saying two thousand eleven.
180.994,182.936,So I have that hard stop.
183.337,184.458,"Anyway, this is not."
184.918,186.04,That's not what the episode's about.
186.46,186.621,Yeah.
188.911,215.113, twenty eleven has been a really good year for better pretension are are are best year yet but uh... hopefully not our best year uh... ever i think twenty twelve will be even better things are going well for us the uh... that we know we're still looking forward to them going going better but uh... i kinda wanted this to be like you said a little schmaltzy sappy sentimental episode
216.114,240.828, uh... not just about the year but about that that past two hundred and forty nine weeks of our lives uh... and this is very strange because i'll be honest with you it's usually me that kicks this kind of thing off i usually think of myself as the the one that is a bit more uh... sentimental and nostalgic and as you say schmaltzy and that sort of thing and so uh... for you to have uh... suggested this uh... was quite uh...
242.489,243.169," Well, off-putting."
244.129,245.59,"No, that's not true."
246.17,264.774,"It lines up, we really did start really bumping up the website and the written content and having other people and writing reviews and going to screenings and stuff right at the beginning of January."
265.114,267.475,So it's been this year that we've done it.
271.776,300.612, frankly it's when did we when we put the new site into effect though not right away no because the first reviews from when we started getting press screenings went up on the old side so I can't remember when that was if it was February and beam in early March the day around there the the website changed but nevertheless the effort started going in a little early I'm not even figure I was gonna say sorry what was that where was that going
301.311,302.313," What did I, what had I said?"
302.453,303.935,"You said it's been, it's been a year."
303.955,304.576,Mm-hmm.
304.757,305.558,It's been about a year.
305.658,309.564,"Oh yeah, and um, honestly it's, this year has..."
311.229,333.919, reinvigorated me about the about battleship retention not that I was like ready to throw in the towel or anything but there was a time I used to joke about it out during the podcast when I said I'm I am essentially just a personality I just I just would show up once a week and talk just an empty suit and you did most of the work for the podcast yeah
336.6,365.72, and we uh deciding to expand and do the website and stuff has really uh like i said reinvigorated me now you and i both do a lot of work as do um scott and kyle and uh daniel and matt and jack and josh and to some extent jason and charles and uh rudy a couple times uh when he when he deigns to throw something our way um
367.7,387.846, why do you hate Rudy I love Rudy when he condescends to send us something so like I said it's reinvigorated me about the podcast about my worth and maybe even future as a critic
390.498,403.546," I mean, I think there were times more than a year ago when I would sort of, if someone had referred to me as a film critic or like an internet critic because I do this podcast, I would like almost embarrassed, like say, oh no, I'm not a critic."
404.207,411.171,But now I really do think of myself that way because I'm writing reviews every week.
411.211,412.512,I'm seeing movies.
412.592,417.355,I'm probably thinking about movies even more in depth.
418.175,438.736, I mean this is the thing we talked about a few weeks ago just because we graduated film school doesn't mean either of us stopped learning about movies right we're still that's I mean that's part of the fun of doing this podcast is to still be engaged with movies and and to continue our education so again not only am I reinvigorated about battleship retention and about
440.31,441.85, who I am as a thinker about movies.
441.891,443.631,I'm pretty invigorated about movies in general.
446.032,448.352,"I mean, at this time last year, I was probably more into TV."
448.453,453.914,I think I'd said so on the podcast that I was watching more TV than movies.
454.774,457.395,And it's more even now.
457.575,462.197,I still watch a lot of TV because the medium calls for more time because
464.198,465.799, It's a series instead of just two hours.
467.059,471.062,But it's also – I don't mean to put this in any kind of negative way.
471.082,471.842,It's also easier.
471.862,472.943,I mean you are at home.
473.323,476.425,"And with a DVR, you don't have to be somewhere at a specific time."
476.445,477.766,You don't have to leave.
477.806,479.226,You don't have to put anything on.
480.807,486.231,So it's easier to maintain TV especially these days than movies.
487.111,493.814," So all this is to say that I'm in a really good place right now, so I'm probably gonna get hit by a bus or something."
497.396,504.119,"And I wanted to use this episode for us to, like I said, look back on not only the past year, but the past two hundred and forty-nine weeks."
504.519,504.919,Absolutely.
505.379,513.623,"How are you feeling right now, December nineteenth, twenty-eleven, about Battleship Retention, about movies, and about yourself?"
516.745,530.938," Well, that's uh, I mean the stuff that would go in a therapist's office You can leave in a fair you can go listen to Gilmartin's podcast to hear how I'm doing but no, it's uh, I Haven't listened to that by the way that episode."
531.218,532.179,No that podcast.
532.319,534.941,"Oh, you know what this episode?"
537.273,554.383, what nothing i just i was going to be snarky and i want to try and be positive on this episode once in two hundred and fifty episodes okay um of course you couldn't keep it up um but uh no i i
556.124,559.366," Okay, I won't sugarcoat."
560.186,566.089,"Listeners know and we've talked about on the show that this has been kind of a rough year for me for, as far as I can tell, no particular reason."
567.349,575.013,"I was dealing with, for the first time in my life, diagnosed depression and that was rough."
575.673,582.477,"And so, because, you know, it's, I hate to, and that's the other thing is you don't think that you personally have any"
583.617,595.841, views on depression you think oh and you know it's fine I have friends who suffer from depression it's not the end of the world and then someone says well you are this and then you're like oh shit but it becomes like the worst thing and
598.942,622.274," And the thing about doing this podcast in the midst, and I've written both on the More Than One Lesson website and Battleship Retention, I've written a couple of things that maybe were a bit too personal because I always tried to, well, on the BP side, I always tried to make it come back to film."
626.663,646.951," And what's astounding to me is that as tough as this year has been, and it's doing significantly better now due to any number of things, but as bad as the year has been for me personally, the worse it got, the more supportive the listeners were."
648.61,674.885," both for BP and More Than One Lesson, and even listeners when I was a guest on, you know, like I mentioned Gil Martin's show, when I was a guest on that show, you know, I got a, there were, alright, well, there were a couple of people here and there who, you know, the vibe on his show, it's a very good show, the vibe on his show is so generally up with people and, you know, you are not alone in trying to be encouraging and that's great, and then"
677.1,681.603," the minute I decide, and everyone talks about, hey, you know, whatever gets you through the day."
682.644,693.072,"Of course, if you say what gets you through the day is God, if you actually have the audacity to give it a name, well, then people will come and say, they can't snatch that hope away from you fast enough."
693.172,694.933,Even people who listen to that show?
695.253,695.854,"Oh, absolutely."
696.974,697.675," Oh, very much so."
698.555,699.836,"That is not Paul, by the way."
699.936,701.837,Paul was a perfect gentleman.
702.657,703.738,"Very, very encouraging."
704.038,705.238,But that's the thing.
705.319,705.979,That's some people.
706.099,708.04,"Other people were very, very complimentary."
708.76,710.961,"So all that is to say that, like,"
712.362,717.744," This show has, for me, meant a number of things since we started it."
718.684,732.808,"And in this last year especially, because the website has been growing and so our audience has been growing, but also we have developed relationships with our bloggers and the very fact that they are willing to"
734.266,758.994, do this for free i mean they they get you know they get to go to screenings for free and that's a get some dvds and blu-rays yeah and that's basically how we pay them yeah uh... but still like oh and people get to be rude to them on our website oh exactly oh yes that's the other thing and so the fact that that they're willing to do that like we got one guy by the way who is uh... he's combing the website for references to krzysztof kieślowski and
760.875,764.078," Man, that guy, that guy is a piece of work."
764.158,765.86,Thanks for keeping us honest about Kieslowski.
766.08,767.841,"Yeah, absolutely."
767.922,770.244,"Right, positive, positive."
771.144,771.665,It's fine.
771.985,781.634,"And so, and that's the thing is, the fact that people like him, because he's still, even that listener, or not listener, but that reader,"
783.015,791.58, even though his attitude is probably could be better he's still an informed person and still has very strong intelligent opinions about Kieslowski.
791.841,799.305,"And so the fact that we've gotten big enough to start to attract people that probably don't like us or agree with us, that's actually a good thing."
799.325,800.886,But that's neither here nor there.
800.906,807.77,So just the social element of podcasting has
808.951,825.187," It's always been there for me, but this last year, as I've really been going through some pretty rough shit, and to have the listeners and the readers email and tweet and Facebook comments,"
827.386,833.028," you know, encouragement and, you know, just compliments and stuff like that."
833.088,843.591,"Like, you know, admittedly, for a while, I certainly wasn't in any position to receive them, but that didn't stop anybody from putting it out there anyway."
843.671,847.772,"And so for me, this last year has been"
850.16,853.823," As negative as it has been, it has been incredibly positive."
853.843,872.135,"As I've been coming out of the depression haze in the last couple of months, I can look back on this year and realize that while it may have contained a great deal of personal failing on my part, I realize, oh my gosh, I am"
874.969,891.4, And I even have a hard time saying it I am like Loved by not merely friends and my wife and all that but I mean there are our listeners that have just been treated me literally like a like a close friend and and so that for me has been
893.061,916.996, has been this year and my and to bring it back around to kind of what you were saying in the last couple of months as I've kind of gotten out of this a little bit it's still there but just in more manageable form I have been reinvigorated by film and by podcasting and that's something that we've talked about a little bit is just like at the end of an episode for a while
918.417,920.058, I would just be looking forward to guest episodes.
920.078,926.722,"It's nothing against you, but, you know, it's just like, I don't want to listen to me and I assume no one else does."
927.122,938.349,"So I just want, I'll just try to get an interesting guest and hold my own with the guest, but really just have a showcase for this much more interesting person that someone might, would actually want to listen to."
940.39,947.655,"And as time, but as time has gone on, like whenever, you know, you and I talk for an hour and a half, two hours about"
948.155,951.178, about something like our episode last week.
951.238,956.202,"At the end of it, I'm just so invigorated by it and just like, oh, this is awesome."
956.242,957.684,I love thinking about movies like this.
959.445,961.867,And that has come about in this year as well.
961.888,963.829,I've kind of been re-energized in podcasting.
964.93,982.078," I don't write as much as the other guys, and I don't really go to as many screenings, partially because I've been kind of on and off working on a writing project on the side, but because I've been able to kind of scale back my work, I'm now able to do both."
982.778,987.32,So that's the long answer about this year.
987.34,992.202,"I will talk more about the show in general in a moment, but for me, that's what this year has been."
995.638,1005.416, let's I also want to talk about you know I should have looked up but when our first episode was March March of seven March of two thousand seven I don't know the exact date
1008.177,1012.28, I'm in a very different place in my life almost five years later.
1012.3,1015.662,Is that true of you?
1015.682,1017.464,"I mean, you're in the same place."
1018.564,1020.426,"In many ways, I'm in exactly the same place."
1020.506,1021.486,You're in the same apartment.
1023.047,1027.11,But there are some external circumstances that are different.
1031.514,1041.617," But from a personal standpoint, as far as relationships and just the direction my life has taken, I'm in a very different place, yes."
1042.233,1059.483, yeah i i was in two thousand seven we started i was living in a different apartment than i am now uh with a different girlfriend than i have now same cat same cat um uh same joie de vivre
1063.357,1066.92," No one would ever, ever apply that term to you."
1067.46,1069.441,I don't think that's true.
1069.601,1071.903,"I mean, I guess there are people who wouldn't understand what it meant."
1073.383,1075.565,There's always the misinformed.
1077.546,1085.13,But I was also working as an usher slash concession guy at a movie theater.
1085.15,1086.271,"The Arclight, nonetheless."
1086.771,1088.012,"But yeah, a movie theater."
1088.512,1089.353,"Now, look at me."
1089.393,1089.993,I'm wearing a tie.
1091.494,1104.285," Yeah, and they specifically did not have ties at the arc light now in that uniform and that bothers me It's weird cuz you got a shirt all the way up button the shirt all the way up no tie and no jacket Yeah, yeah, and the shirts are purple like it's a very eighties looking."
1104.805,1105.126,That was it.
1105.146,1105.646,They're purple.
1105.986,1107.808,They're blue Whatever.
1108.168,1110.89,"It's a deep blue, but they're blue a royal blue."
1110.971,1114.433,I would say I don't think it's that Vibrant all right.
1114.954,1119.318,"I think it is closer to a purple, but it's still blue They need to add ties to that thing is all I'm saying bow ties"
1119.943,1120.624, That's where you gotta go.
1121.104,1121.204,Ugh.
1122.285,1122.846,No thank you.
1122.946,1123.846,You don't like bow ties?
1123.966,1124.807,I hate bow ties.
1125.188,1125.968,"Oh, bow ties are great."
1126.228,1139.34,"Well, as you know, I've got a bit of a gut, and so for me, the tie is a way of, of course, a tie doesn't cover your gut, but it's a way of distracting, whereas a bow tie is like, hey everybody, look at this vast expanse of stomach."
1139.44,1142.242,"Yes, that's why you wear a vest with a bow tie."
1142.382,1142.763,Fair enough.
1143.303,1143.443, Yeah.
1143.804,1145.165,Vest goes with a bowtie.
1145.406,1146.527,You show a little less shirt.
1146.847,1147.148,Okay.
1148.469,1149.09,I read that somewhere.
1151.966,1159.05, And I was also still foolishly trying to work in production in movies.
1159.59,1160.51,I worked at the Arclight.
1161.091,1163.632,I worked for four days.
1164.472,1172.016,I quit my job at the Arclight in such a way that I couldn't come back to work on a movie that got canceled four days into development.
1173.757,1181.301,Then spent an interminable six months working as a PA at the worst place I've ever worked that I won't talk about here.
1182.182,1183.206, Not the hardest job I've ever had.
1183.506,1184.65,"One of the easiest, actually."
1184.87,1185.673,But still the worst.
1188.507,1193.732," Then I was closed captioning, then I was writing for Metromix, which was nice until they let me go."
1193.752,1195.753,"I was a freelance, and I was never hired by Metromix."
1195.833,1196.714,"Eh, that's not the point."
1197.955,1209.986,"Then I was working temp jobs, then I got an office job, now I got, almost a year ago, I got a new office job where I, you know, wear a tie, and can afford to wear a tie."
1214.429,1235.959, I honestly think and call them collared shirts man yeah it's no I in this economy I run all that down as a way of saying that my life has even even more than Tyler's changed quite a bit in the past five years and all for the better
1239.702,1245.127, And Battleship Retention has been a constant and has changed for me along with it.
1245.147,1249.23,"I mean, how many different places have we recorded, you know?"
1249.591,1250.131,"Weird, right?"
1250.311,1250.591,Yeah.
1252.513,1256.276,"But yeah, at a certain point we settled into here, which I'm glad about."
1256.437,1262.282,"I like that I can... I don't know how you feel about me coming to your house every week, but I like that it's not at my house."
1263.337,1291.811, uh... i like that it is that my house and uh... aside from the uh... in spite of fact i've known you at this point twelve years uh... i still will kind of scramble to clean up even though it's just you really uh... joking i clean up the bathroom specifically because that place is just a mess uh... places a train spotting mess but uh... at what i'm what i what i'm saying is that
1294.815,1303.528," I think a part of the, through all the changes, even though they've been changes for the best pretty much all along the way."
1306.604,1311.609," I've been doing Battleship Retention and caring about Battleship Retention for the most part, except for some fallow periods, like I talked about."
1312.37,1320.057,"And I think it has, it being a constant, and the listeners being a constant, and also the friends that we've made."
1320.097,1328.446,"You know, I mentioned Rudy, and of course, Ryan as well, from Criterion Cast, meeting them at Comic-Con, and some other people meeting the Slash Film guys."
1331.068,1351.108, uh at uh you know at at comic-con and being on their shows and being Dave when he came out here just like the the people that i've gotten to meet um has been a positive force uh in my life for five years um and and a constant so uh that's my schmaltzy stuff uh
1352.921,1372.707, okay i think i i i'll see you and uh... raise it uh... okay i probably won't raise it actually not your dad your circumstances are more dramatically change the mind but i do this is what i get into hell how bachelors has changed the way we watch movies that's fine and i want to do without mumbling okay i'm going to take a drink of water and uh... by the way uh...
1374.454,1375.754, Dave is sniffling a little bit.
1375.875,1376.775,He's not getting misty.
1377.555,1381.216,"He's just got my, he has what I assume is my cold from the last few weeks."
1381.416,1381.837,Possibly.
1381.857,1382.077,Yeah.
1382.417,1391.22,"Um, it's a, it started as a tickle in my throat this morning and I thought I woke up in my throat feeling like I had smoked a bunch of cigarettes last night, but I didn't."
1391.36,1392.16,When's the last time you smoked?
1392.5,1394.581,"No, I had a cigarette last night, but just one."
1394.601,1395.261,Okay.
1395.621,1399.903,"Um, and so I was like in the shower, I was like, what did I, why do I have this?"
1400.123,1402.724,"And then like on the drive to work, I was like, Oh, I know what this is."
1403.084,1404.025, Smoking is bad for me.
1404.165,1406.066,"Yeah, and then over the course of the day."
1406.146,1407.927,It's just it's just compiled.
1408.188,1413.411,"I hate that yeah, and I'm definitely sick I'm feeling a little woozy right now that kind of thing."
1414.032,1419.996,"I love the term woozy Yeah, because because it's because it is what it sounds like oh, yeah, all right."
1420.116,1420.216,Yeah
1422.824,1424.525, I'm trying to think of other words like that.
1425.706,1427.028,I can't.
1427.888,1443.522,If you remember the episode of the West Wing that Ian McShane was on when he was the delegate from Russia and he said that they want the president to wear a coat when he visits Russia because all the American presidents bound out of the car not wearing a coat in comparison.
1444.242,1448.446," The Russian president looks, and he's searching for the word, and Rob Lowe says, Frumpy?"
1449.066,1455.471,"And he's like, I don't know what that means, but onomatopoetically, it works."
1456.372,1462.297,"And Rob Lowe's like, you gotta love a guy who doesn't know frumpy, but knows onomatopoetically."
1463.157,1464.559,That's a good episode.
1464.579,1465.619,"It's one of my favorites, actually."
1466.58,1473.284," So, yeah, at the, I'll try to speak a little faster than I did a moment ago."
1473.324,1473.845,More than I did.
1474.845,1475.986,"Whatever, you know, it's fine."
1476.226,1479.648,"That's what this, by the way, everyone, this episode is this."
1480.869,1483.05,"Alright, so if you don't like it, you're done."
1483.09,1487.833,But we are kind of following the format where the first part we're talking about not movie stuff.
1488.254,1488.434,Right.
1489.314,1493.537,And then we're gonna get into movies and the movies we've seen over the past five years and stuff like that.
1493.757,1496.498," I mean, hey, some people enjoy the personal stuff."
1496.538,1498.418,"By some people, I mean one person, Steph Smith."
1498.439,1500.859,"Thanks, Steph."
1501.359,1502.72,And maybe friends of ours.
1503.28,1503.86,"Yeah, you know what?"
1503.9,1506.041,I mentioned all the people I met at Comic-Con.
1506.061,1515.384,"I didn't mention Steph, whom I met for the first time this year at Comic-Con and had a drink at Fred's Mexican Cafe."
1515.404,1517.505,I wish I could have gone to Comic-Con.
1517.525,1518.125,Stupid Josh.
1519.205,1522.508," Anyway, I'm Josh dumb old Josh getting married."
1522.889,1540.085,"Yeah that dumb weekend so um Anyway, I'm not gonna say it on the podcast but taking away his fiance's awesome last name that I love to say You can still say it Whitsky there's no H in there though Yeah, it's wh it"
1541.952,1542.873, I see it that way.
1543.113,1543.994,"Oh, okay, fair enough."
1544.234,1545.015,Don't take this from me.
1545.035,1545.595,"Okay, I'm sorry."
1545.635,1546.676,It's all I've got.
1546.756,1547.257,"Oh, really?"
1547.357,1548.398,"Oh, wow, you're changing your tune."
1549.819,1559.027,"Yeah, so for me, yeah, I came out here and you worked at a movie theater, I worked at a Blockbuster, and after several months of working there, after"
1560.228,1563.149, And I had been there at that point with the company for several years.
1564.209,1566.77,I talked it over with my wife and I quit with nothing ready.
1567.73,1569.691,I quit with no other jobs ready.
1570.231,1573.612,"And that is, by the way, a testament to how awesome my wife is that she was okay with that."
1573.672,1579.914,I was about to say that we might not still be doing the show if Jenny weren't such an awesome wife.
1580.234,1582.455,"Oh, that's a big part of it too, yes."
1583.115,1583.815,She's part of the family.
1584.315,1591.82," Yeah, and now of course, I don't say her name very often because I don't know why but my girlfriend's name is Natalie and she's pretty cool too."
1592.04,1607.17,"She is wonderfully supportive and especially, you know, this year the screenings and the live shows and all the time that I have spent on evenings not with her has never elicited a single complaint."
1607.411,1610.433,"Nothing but, you know, the support."
1610.673,1613.955,"You should do your thing for your podcast, for your website."
1615.556,1616.496, all sorts of awesome stuff.
1616.876,1618.957,She also came up with the name for my other podcast.
1618.977,1619.898,I don't know if I've ever said that.
1620.238,1620.818,"Oh, I didn't know that."
1620.838,1622.479,"Previously on, that was Natalie's idea."
1622.579,1623.079,That's a good name.
1623.299,1625.8,"Yeah, I agree."
1626.54,1638.566,"So yeah, so for a while I was unemployed and then I started, and that's the thing, I came out here with dreams of screenwriting, forgetting of course that I'm a deeply undisciplined writer who, by the way, is not very good at coming up with plot."
1639.526,1643.549, I come up with characters that are very strong and don't have anything to do with them.
1644.23,1648.773,"And so, and then I don't usually realize until at, oh, fifty pages in, and I'm just like, damn it."
1650.12,1651.321," Yeah, this isn't going anywhere."
1653.922,1658.665,"But yeah, so I came out here for that and I started interning."
1658.825,1664.828,"I interned at one production company, discovered I was not at all to my surprise, by the way, a terrible intern."
1666.569,1667.309,Very good typist.
1668.21,1671.992,And I started covering scripts and then I interned at another place.
1672.032,1676.054,I was slightly better there because I was doing a lot more script coverage and that kind of thing.
1676.954,1686.96," Uh, and then I quit that and started working at the worst job I've ever worked at, which was at a post-production house."
1687.72,1694.584,"Um, and that was bad because not only was I, well, first off the job that I was hired for, I would be very good at the job that it became."
1694.604,1699.567,"I was not good at, uh, as a little frustrating, a little bait bait and switch there for old Tyler."
1699.587,1701.968,"Um, but, uh,"
1704.298,1731.998, but throughout these crappy jobs uh... battleship retention was a constant and it was the thing that really kept me going and and uh... and what's more is uh... i will refrain from getting uh... to christian about it but uh... in about august of a late uh... i really i was in the throes of this terrible uh... post-production job and um... i was uh... just really really demoralized
1732.558,1742.187, And I started getting the feeling that as far as the calling for my life and the direction my life was going to take should maybe head more in the direction of film criticism.
1742.788,1747.272,"And my first reaction was, why on earth would God ever call somebody to be a film critic?"
1747.352,1748.093,Nobody likes them.
1749.394,1755.0,And there's no way God could ever do anything with a film critic.
1755.46,1757.142,"Look, we've all read the Teddy Roosevelt quote."
1757.682,1760.244," all right, about that's not the critic who matters, all right?"
1760.544,1761.866,We've all seen Ratatouille.
1762.166,1763.347,We all know Anton Ego.
1764.127,1766.89,"Many of us saw Lady in the Water, and I'm sure we all regret it."
1767.61,1769.232,We know how the world views critics.
1769.892,1776.738,"And so for me, from a spiritual standpoint, to think, why on earth would God ever call someone to be a critic?"
1777.739,1784.965,"But then I finally kind of gave myself over to the idea of it, and it has paid off in spades for me because"
1786.803,1800.534," being able to talk about movies from the outside, and we've talked about this before, recently, the way critics watch movies as opposed to the way people who make movies watch movies."
1801.015,1806.92,"And when I finally, I'll say the word, I was reluctant to say it for a long time, when I finally gave up"
1807.984,1829.911," on the idea of being a writer, and moved to the idea of being a critic, I don't know, when I finally moved over, there was such freedom in being able to talk about movies however I wanted."
1831.687,1844.513," And so as I finally gave myself over to it, it was exciting, it was freeing, and the way in which we could have the conversation changed."
1845.354,1857.2,"And sure, I was always a little prickly about the idea of people bashing critics, and there's still plenty of people online who say like, critics, what do they know?"
